e,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400
1060,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Pgi,Pomaulax gibberosus,Red turban shell,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Cgi,Crassadoma gigantea,Purple-hinged rock scallop,8,0,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
1062,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Aha,Artedius harringtoni,Scalyhead sculpin,9,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Hermit,Paguroidea spp.,Unidentified hermit crab,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Hka,Haliotis kamtschatkana,Pinto abalone,57,0,2,35,20,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Acal,Apostichopus californicus,Californian sea cucumber,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Gor,Glebocarcinus oregonensis,Pygmy rock crab,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Ppu,Pachycheles pubescens,Porcelain crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Rni,Rhinogobiops nicholsii,Blackeye goby,18,0,1,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,
1069,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Spur,Strongylocentrotus purpuratus,Purple sea urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Phe,Pagurus hemphilli,Maroon hermit,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Oko,Orthasterias koehleri,Rainbow star,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Cfo,Ceratostoma foliatum,Leafy hornmouth,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Das,Diodora aspera,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,def,Debris - Fishing,Any fishing debris,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Henricia,Henricia spp.,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,0,1,Sme,Sebastes melanops,Black rockfish,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1077,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,0,1,Dsa,Diaulula sandiegensis,Ringed doris,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Pno,Peltodoris nobilis,Noble sea lemon,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Cty,Cryptolithodes typicus,Butterfly crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Afu,Antiopella fusca,White-and-orange-tipped nudibranch,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Sfo,Stylasterias forreri,Velcro seastar,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Jzo,Jordania zonope,Longfin sculpin,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.83758,-125.14414,18/04/2025,3,NE,9:33,EGL,6.5,2,1,Nucella,Nucella spp.,Dog whelk,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,0,1,Sca,Sebastes caurinus,Copper rockfish,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
1085,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,1,1,Rni,Rhinogobiops nicholsii,Blackeye goby,4,0,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,1,1,Hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1087,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,1,1,Bolinopsis,Bolinopsis spp.,Unidentified northern comb jelly,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Mfr,Mesocentrotus franciscanus,Red sea urchin,329,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Rni,Rhinogobiops nicholsii,Blackeye goby,34,0,10,19,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1090,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Acal,Apostichopus californicus,Californian sea cucumber,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Hka,Haliotis kamtschatkana,Pinto abalone,10,0,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Cgi,Crassadoma gigantea,Purple-hinged rock scallop,13,0,,4,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,
1093,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Das,Diodora aspera,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Hcr,Hermissenda crassicornis,Opalescent nudibranch,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Tfe,Tritonia festiva,Diamondback tritonia,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Oko,Orthasterias koehleri,Rainbow star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Phel,Pycnopodia helianthoides,Sunflower star,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1098,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Pgi,Pomaulax gibberosus,Red turban shell,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Ami,Acmaea mitra,Whitecap limpet,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Dim,Dermasterias imbricata,Leather star,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Cfo,Ceratostoma foliatum,Leafy hornmouth,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Etr,Evasterias troschelii,Mottled starfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Aha,Artedius harringtoni,Scalyhead sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Ppu,Pachycheles pubescens,Porcelain crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Phe,Pagurus hemphilli,Maroon hermit,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Henricia,Henricia spp.,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,2,1,Sfo,Stylasterias forreri,Velcro seastar,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,Jasmin Schuster,Claire Attridge,BMSC11,Wizard Island South,48.85747,-125.15823,18/04/2025,2.5,SW,12:10,CMA,8.5,0,1,Eci,Echidnocerus cibarius,Puget sound king crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,1,1,Rni,Rhinogobiops nicholsii,Blackeye goby,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,1,1,Hde,Hexagrammos decagrammus,Kelp greenling,2,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1111,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Mfr,Mesocentrotus franciscanus,Red sea urchin,195,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Ami,Acmaea mitra,Whitecap limpet,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Acal,Apostichopus californicus,Californian sea cucumber,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Pno,Peltodoris nobilis,Noble sea lemon,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Hka,Haliotis kamtschatkana,Pinto abalone,23,0,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Oko,Orthasterias koehleri,Rainbow star,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Das,Diodora aspera,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Dim,Dermasterias imbricata,Leather star,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Pmi,Patiria miniata,Bat star,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Cgi,Crassadoma gigantea,Purple-hinged rock scallop,6,0,,,2,3,,1,,,,,,,,,,,,,,,,,,,,,,
1121,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Phe,Pagurus hemphilli,Maroon hermit,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Cfo,Ceratostoma foliatum,Leafy hornmouth,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Pgi,Pomaulax gibberosus,Red turban shell,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Ppu,Pachycheles pubescens,Porcelain crab,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Rni,Rhinogobiops nicholsii,Blackeye goby,9,0,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Gor,Glebocarcinus oregonensis,Pygmy rock crab,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Hermit,Paguroidea spp.,Unidentified hermit crab,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Sac,Scyra acutifrons,Sharpnose crab,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Hcr,Hermissenda crassicornis,Opalescent nudibranch,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Sdr,Strongylocentrotus droebachiensis,Northern sea urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Aha,Artedius harringtoni,Scalyhead sculpin,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Pno,Peltodoris nobilis,Noble sea lemon,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Henricia,Henricia spp.,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,2,1,Sfo,Stylasterias forreri,Velcro seastar,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,0,1,Sma,Sebastes maliger,Quillback rockfish,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Jasmin Schuster,Claire Attridge,BMSC12,Wizard Island North,48.85828,-125.16092,18/04/2025,2,SW,14:20,CMA,8.5,0,1,sebastes,Sebastes spp.,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,1,1,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
1138,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,1,1,rni,Rhinogobiops nicholsii,Blackeye goby,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,pmi,Patiria miniata,Bat star,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,mfr,Mesocentrotus franciscanus,Red sea urchin,199,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,pgi,Pomaulax gibberosus,Red turban shell,121,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,ami,Acmaea mitra,Whitecap limpet,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,hka,Haliotis kamtschatkana,Pinto abalone,28,0,1,7,18,2,,,,,,,,,,,,,,,,,,,,,,,,
1144,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,5,0,,1,3,,,1,,,,,,,,,,,,,,,,,,,,,,
1146,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,hcr,Hermissenda crassicornis,Opalescent nudibranch,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,phel,Pycnopodia helianthoides,Sunflower star,2,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1148,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,dim,Dermasterias imbricata,Leather star,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,phe,Pagurus hemphilli,Maroon hermit,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,etr,Evasterias troschelii,Mottled starfish,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,sfo,Stylasterias forreri,Velcro seastar,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,6,0,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,pbe,Pagurus beringanus,Hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,henricia,Henricia spp.,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,oko,Orthasterias koehleri,Rainbow star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,0,1,sme,Sebastes melanops,Black rockfish,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1157,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,0,1,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1158,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,sac,Scyra acutifrons,Sharpnose crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,poc,Pisaster ochraceus,Purple sea star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,acal,Apostichopus californicus,Californian sea cucumber,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Isa Cote,Em Lim,BMSC1,Dodger Channel,48.8289,-125.19757,14/04/2025,4,NE,9:55,IMC,5,2,1,ain,Anoplarchus insignis,Slender Cockscomb,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Isa Cote,Claire Attridge,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,4,NW,10:20,CMA,8.5,1,2,nsf,No species found,No species found,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Isa Cote,Claire Attridge,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,4,NW,10:20,CMA,8.5,2,2,mfr,Mesocentrotus franciscanus,Red sea urchin,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Isa Cote,Claire Attridge,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,4,NW,10:20,CMA,8.5,2,2,pmi,Patiria miniata,Bat star,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Isa Cote,Claire Attridge,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,4,NW,10:20,CMA,8.5,2,2,cst,Citharichthys stigmaeus,Speckled sand dab,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Isa Cote,Claire Attridge,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,15/04/2025,4,NW,10:20,CMA,8.5,2,2,pgi,Pomaulax gibberosus,Red turban shell,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
