e,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,,,,,,,,,,,,,,,,,,,,
1055,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,1,2,rni,Rhinogobiops nicholsii,Blackeye goby,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,mfr,Mesocentrotus franciscanus,Red sea urchin,279,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,acal,Apostichopus californicus,Californian sea cucumber,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,dim,Dermasterias imbricata,Leather star,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,pgi,Pomaulax gibberosus,Red turban shell,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,hka,Haliotis kamtschatkana,Pinto abalone,23,0,2,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,ana,Acanthodoris nanaimoensis,Nanaimo horned dorid,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,gor,Glebocarcinus oregonensis,Pygmy rock crab,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,25,0,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,ppu,Pachycheles pubescens,Porcelain crab,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,28,0,3,12,8,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,aha,Artedius harringtoni,Scalyhead sculpin,4,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,otr,Orthonopias triacis,Snubnose sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,ami,Acmaea mitra,Whitecap limpet,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,prud,Pachycheles rudis,Thickclaw porcelain crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,henricia,Henricia spp.,Unidentified blood star,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,pmi,Patiria miniata,Bat star,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,oko,Orthasterias koehleri,Rainbow star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,sac,Scyra acutifrons,Sharpnose crab,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,crab,Pleocyemata spp.,Unidentified crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,ctr,Coryphella trilineata,Three-lined aeolid,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,cac,Clinocottus acuticeps,Sharpnose sculpin,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,phe,Pagurus hemphilli,Maroon hermit,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,cha,Chlamys hastata,Spear scallop,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,2,2,sfo,Stylasterias forreri,Velcro seastar,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,0,2,opi,Oxylebius pictus,Painted greenling,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,0,2,ppa,Phyllolithodes papillosus,Heart crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Carter Burtlake,Isabelle Cote,BMSC12,Wizard Island North,48.85828,-125.16092,16/04/2026,2.5,NE,11:56,CBL,9,0,2,pnob,Peltodoris nobilis,Noble sea lemon,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,1,2,sme,Sebastes melanops,Black rockfish,5,0,,,,,,,,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,1,2,oel,Ophiodon elongatus,Lingcod,1,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,1,2,rni,Rhinogobiops nicholsii,Blackeye goby,4,0,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,1,2,hde,Hexagrammos decagrammus,Kelp greenling,4,0,,,,,,1,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,mfr,Mesocentrotus franciscanus,Red sea urchin,356,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,acal,Apostichopus californicus,Californian sea cucumber,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,pmi,Patiria miniata,Bat star,166,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,pgi,Pomaulax gibberosus,Red turban shell,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,phe,Pagurus hemphilli,Maroon hermit,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,ami,Acmaea mitra,Whitecap limpet,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,pbe,Pagurus beringanus,Hermit crab,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,hka,Haliotis kamtschatkana,Pinto abalone,42,0,28,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,hsp,Hemilepidotus spinosus,Brown Irish lord,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,6,0,,1,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,oko,Orthasterias koehleri,Rainbow star,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,dim,Dermasterias imbricata,Leather star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,0,2,sebastes,Sebastes spp.,,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,spur,Strongylocentrotus purpuratus,Purple sea urchin,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,jzo,Jordania zonope,Longfin sculpin,6,0,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,6,0,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,aha,Artedius harringtoni,Scalyhead sculpin,6,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,hermit,Paguroidea spp.,Unidentified hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,etr,Evasterias troschelii,Mottled starfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,sac,Scyra acutifrons,Sharpnose crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,pachycheles,Pachycheles spp.,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,das,Diodora aspera,Rough keyhole limpet,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,pca,Pagurus caurinus,Greenmark hermit,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,2,2,gor,Glebocarcinus oregonensis,Pygmy rock crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,0,2,hcr,Hermissenda crassicornis,Opalescent nudibranch,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,0,2,sne,Sebastes nebulosus,China rockfish,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,0,2,opi,Oxylebius pictus,Painted greenling,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Carter Burtlake,Tom Bird,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,17/04/2026,5,SW,10:00,CBL,7.5,0,2,sme,Sebastes melanops,Black rockfish,10,0,,,,,,,5,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,1,1,NSF,No species found,No species found,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,mfr,Mesocentrotus franciscanus,Red sea urchin,188,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,pgi,Pomaulax gibberosus,Red turban shell,181,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,pmi,Patiria miniata,Bat star,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,hka,Haliotis kamtschatkana,Pinto abalone,16,0,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,pbe,Pagurus beringanus,Hermit crab,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,ete,Elassochirus tenuimanus,Widehand hermitcrab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,phe,Pagurus hemphilli,Maroon hermit,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,acal,Apostichopus californicus,Californian sea cucumber,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,rri,Rhamphocottus richardsonii,Grunt sculpin,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,dim,Dermasterias imbricata,Leather star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,sac,Scyra acutifrons,Sharpnose crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,crab,Pleocyemata spp.,Unidentified crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,gor,Glebocarcinus oregonensis,Pygmy rock crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,oko,Orthasterias koehleri,Rainbow star,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,ami,Acmaea mitra,Whitecap limpet,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,jzo,Jordania zonope,Longfin sculpin,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,pachycheles,Pachycheles spp.,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,das,Diodora aspera,Rough keyhole limpet,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,dsc,Discorsopagurus schmitti,Tubeworm hermit,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,etr,Evasterias troschelii,Mottled starfish,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,aha,Artedius harringtoni,Scalyhead sculpin,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,sst,Solaster stimpsoni,Striped sun star,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Carter Burtlake,Tom Bird,BMSC8,Baeria Rocks North Island Northside,48.95508,-125.15337,17/04/2026,3,SE,12:35,TB,9,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Carter Burtlake,Tom Bird,BMSC4,Kii xin,48.81512,-125.17533,17/04/2026,3,NE,15:07,CBL,7.5,1,2,sfl,Sebastes flavidus,Yellowtail rockfish,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Carter Burtlake,Tom Bird,BMSC4,Kii xin,48.81512,-125.17533,17/04/2026,3,NE,15:07,CBL,7.5,1,2,hde,Hexagrammos decagrammus,Kelp greenling,3,0,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
